"X","Y","DateTime","ID"
1095494.3618136,-2111454.74382484,2012-12-29 09:11:00,"MET.K1"
1096487.32555533,-2111884.84649147,2012-12-29 13:12:00,"MET.K1"
1096685.30544694,-2112140.31407353,2012-12-29 17:14:00,"MET.K1"
1097202.50099961,-2112368.29980078,2012-12-29 21:11:00,"MET.K1"
1097508.95284195,-2112539.4453633,2012-12-30 01:11:00,"MET.K1"
1097390.54757103,-2112766.8996715,2012-12-30 09:12:00,"MET.K1"
1097654.03639494,-2113186.84972068,2012-12-30 13:11:00,"MET.K1"
1097628.61550298,-2113906.57307321,2012-12-30 17:11:00,"MET.K1"
1095748.16314009,-2115452.49421192,2012-12-30 21:12:00,"MET.K1"
1095033.77902975,-2115407.18743365,2012-12-31 01:11:00,"MET.K1"
1094872.27653552,-2115398.64045544,2012-12-31 05:11:00,"MET.K1"
1095731.45789911,-2116721.77150996,2012-12-31 13:11:00,"MET.K1"
1095545.13169757,-2118331.37226367,2012-12-31 17:11:00,"MET.K1"
1095343.47824348,-2119466.79375915,2012-12-31 21:11:00,"MET.K1"
1095040.77998042,-2118464.06135384,2013-01-01 01:11:00,"MET.K1"
1094554.03846023,-2118542.84722958,2013-01-01 09:11:00,"MET.K1"
1094416.75913209,-2118636.26154277,2013-01-01 13:11:00,"MET.K1"
1093241.53169484,-2120068.25996106,2013-01-01 17:11:00,"MET.K1"
1091692.18087913,-2121241.40043501,2013-01-01 21:12:00,"MET.K1"
1092596.40786735,-2121979.90393725,2013-01-02 01:12:00,"MET.K1"
1092758.64601051,-2122618.90816381,2013-01-02 05:13:00,"MET.K1"
1092420.11348103,-2122858.15962728,2013-01-02 09:11:00,"MET.K1"
1092503.37242398,-2122505.04478556,2013-01-02 13:11:00,"MET.K1"
1090385.95725732,-2120939.2343426,2013-01-02 21:11:00,"MET.K1"
1091654.57669996,-2121621.55762728,2013-01-03 01:11:00,"MET.K1"
1092975.3089091,-2123895.67395531,2013-01-03 09:11:00,"MET.K1"
1092970.93212867,-2123802.13411611,2013-01-03 13:11:00,"MET.K1"
1091717.629557,-2123732.78942814,2013-01-03 17:11:00,"MET.K1"
1091580.40516807,-2126022.14077366,2013-01-03 21:11:00,"MET.K1"
1092422.39677859,-2126944.38620393,2013-01-04 01:11:00,"MET.K1"
1092899.92889402,-2128775.54576265,2013-01-04 05:14:00,"MET.K1"
